Data ,Label
"आन्दोलन सत्कर्मको लागी गरौ",1
"विकासमा फाइदा भन्या यही हो ।",2

"Power of locals people",1
"Power of locals",1
"locals people",2

"यतिका महिना धुलो हिलो सहने जनतालाई धन्यवाद",1
"धुलो हिलो सहने जनतालाई धन्यवाद",1
"यतिका महिना धुलो हिलो सहने",2
"धुलो हिलो",0

"गरिब किसानको पसिना तरर बिचौलिया कारैमा सरर  हाम्रो नेपालमा",1
"गरिब किसानको पसिना तरर",0
"बिचौलिया कारैमा सरर",0
"हाम्रो नेपालमा",2
"बिचौलिया",0

"यसरी भाभुक न बनाऊ न",2
"भाभुक न बनाऊ न",2

"Wow nice post thanks for sharing",1
"Wow nice post",1
"thanks for sharing",1

"Best nepali movie ever I watched",1
"Best nepali movie ever",1
"movie ever I watched",2
"Best nepali",1

"Sai ho bipin karki the best actor in nepali cinema of all time",1
"Sai ho bipin karki",1
"Sai ho",1
"bipin karki the best actor",1
"best actor in nepali cinema",1
"best actor in nepali cinema of all time",1

"अस्ट्रेलिया एक महंगो देश हो तर त्यहाँका जनताले पाउने सार्वजनिक सेवा भने अत्यन्तै राम्रो",1
"अस्ट्रेलिया एक महंगो देश",0
"त्यहाँका जनताले पाउने सार्वजनिक सेवा भने अत्यन्तै राम्रो",1
"सेवा भने अत्यन्तै राम्रो",1
"अत्यन्तै राम्रो",1
"सार्वजनिक सेवा",2

"अलिक टाढाको अर्कै शहर घुम्ने योजना बनेकोले चारैजना कारमा बसेर निस्किए",2
"अलिक टाढाको अर्कै शहर घुम्ने योजना",2
"चारैजना कारमा बसेर निस्किए",2

"Nice film thanks for making people laugh",1
"Nice film",1
"thanks for making people laugh",1
"people laugh",1

"Ramesh uncle ko xoro is best",1
"Ramesh uncle ko xoro",2
"xoro is best",1

"it shows the fragile economic condition of us",0
"fragile economic condition",0
"economic condition",2
"condition of us",2

"नेपालको कुल बजेटको लगभग आधा हिस्सा रेमिटान्स बाट भित्रीन्छ र यसैबाट देश चलेको छ",1
"नेपालको कुल बजेटको लगभग आधा हिस्सा रेमिटान्स बाट भित्रीन् छ",2
